sample_order,section,obs_name,section_n_total,section_n_sampled,sampling_seed
7621,Mouse_Thymus3,9_43,4646,2607,0
7622,Mouse_Thymus3,9_45,4646,2607,0
7623,Mouse_Thymus3,9_46,4646,2607,0
7624,Mouse_Thymus3,9_47,4646,2607,0
7625,Mouse_Thymus3,9_50,4646,2607,0
7626,Mouse_Thymus3,9_55,4646,2607,0
7627,Mouse_Thymus3,9_56,4646,2607,0
7628,Mouse_Thymus4,0_53,4228,2372,0
7629,Mouse_Thymus4,0_56,4228,2372,0
7630,Mouse_Thymus4,0_57,4228,2372,0
7631,Mouse_Thymus4,10_31,4228,2372,0
7632,Mouse_Thymus4,10_32,4228,2372,0
7633,Mouse_Thymus4,10_35,4228,2372,0
7634,Mouse_Thymus4,10_36,4228,2372,0
7635,Mouse_Thymus4,10_37,4228,2372,0
7636,Mouse_Thymus4,10_38,4228,2372,0
7637,Mouse_Thymus4,10_40,4228,2372,0
7638,Mouse_Thymus4,10_43,4228,2372,0
7639,Mouse_Thymus4,10_48,4228,2372,0
7640,Mouse_Thymus4,10_49,4228,2372,0
7641,Mouse_Thymus4,10_50,4228,2372,0
7642,Mouse_Thymus4,10_51,4228,2372,0
7643,Mouse_Thymus4,10_52,4228,2372,0
7644,Mouse_Thymus4,10_54,4228,2372,0
7645,Mouse_Thymus4,10_58,4228,2372,0
7646,Mouse_Thymus4,10_59,4228,2372,0
7647,Mouse_Thymus4,10_62,4228,2372,0
7648,Mouse_Thymus4,10_63,4228,2372,0
7649,Mouse_Thymus4,10_64,4228,2372,0
7650,Mouse_Thymus4,11_30,4228,2372,0
7651,Mouse_Thymus4,11_34,4228,2372,0
7652,Mouse_Thymus4,11_35,4228,2372,0
7653,Mouse_Thymus4,11_36,4228,2372,0
7654,Mouse_Thymus4,11_38,4228,2372,0
7655,Mouse_Thymus4,11_45,4228,2372,0
7656,Mouse_Thymus4,11_47,4228,2372,0
7657,Mouse_Thymus4,11_48,4228,2372,0
7658,Mouse_Thymus4,11_51,4228,2372,0
7659,Mouse_Thymus4,11_53,4228,2372,0
7660,Mouse_Thymus4,11_54,4228,2372,0
7661,Mouse_Thymus4,11_56,4228,2372,0
7662,Mouse_Thymus4,11_58,4228,2372,0
7663,Mouse_Thymus4,11_62,4228,2372,0
7664,Mouse_Thymus4,11_63,4228,2372,0
7665,Mouse_Thymus4,11_65,4228,2372,0
7666,Mouse_Thymus4,12_32,4228,2372,0
7667,Mouse_Thymus4,12_35,4228,2372,0
7668,Mouse_Thymus4,12_36,4228,2372,0
7669,Mouse_Thymus4,12_37,4228,2372,0
7670,Mouse_Thymus4,12_38,4228,2372,0
7671,Mouse_Thymus4,12_39,4228,2372,0
7672,Mouse_Thymus4,12_40,4228,2372,0
7673,Mouse_Thymus4,12_43,4228,2372,0
7674,Mouse_Thymus4,12_44,4228,2372,0
7675,Mouse_Thymus4,12_45,4228,2372,0
7676,Mouse_Thymus4,12_47,4228,2372,0
7677,Mouse_Thymus4,12_49,4228,2372,0
7678,Mouse_Thymus4,12_52,4228,2372,0
7679,Mouse_Thymus4,12_53,4228,2372,0
7680,Mouse_Thymus4,12_54,4228,2372,0
7681,Mouse_Thymus4,12_56,4228,2372,0
7682,Mouse_Thymus4,12_57,4228,2372,0
7683,Mouse_Thymus4,12_60,4228,2372,0
7684,Mouse_Thymus4,12_64,4228,2372,0
7685,Mouse_Thymus4,12_65,4228,2372,0
7686,Mouse_Thymus4,12_67,4228,2372,0
7687,Mouse_Thymus4,13_30,4228,2372,0
7688,Mouse_Thymus4,13_31,4228,2372,0
7689,Mouse_Thymus4,13_32,4228,2372,0
7690,Mouse_Thymus4,13_33,4228,2372,0
7691,Mouse_Thymus4,13_34,4228,2372,0
7692,Mouse_Thymus4,13_35,4228,2372,0
7693,Mouse_Thymus4,13_37,4228,2372,0
7694,Mouse_Thymus4,13_38,4228,2372,0
7695,Mouse_Thymus4,13_40,4228,2372,0
7696,Mouse_Thymus4,13_41,4228,2372,0
7697,Mouse_Thymus4,13_43,4228,2372,0
7698,Mouse_Thymus4,13_44,4228,2372,0
7699,Mouse_Thymus4,13_45,4228,2372,0
7700,Mouse_Thymus4,13_46,4228,2372,0
7701,Mouse_Thymus4,13_51,4228,2372,0
7702,Mouse_Thymus4,13_52,4228,2372,0
7703,Mouse_Thymus4,13_54,4228,2372,0
7704,Mouse_Thymus4,13_56,4228,2372,0
7705,Mouse_Thymus4,13_57,4228,2372,0
7706,Mouse_Thymus4,13_58,4228,2372,0
7707,Mouse_Thymus4,13_62,4228,2372,0
7708,Mouse_Thymus4,13_63,4228,2372,0
7709,Mouse_Thymus4,13_64,4228,2372,0
7710,Mouse_Thymus4,13_65,4228,2372,0
7711,Mouse_Thymus4,13_67,4228,2372,0
7712,Mouse_Thymus4,13_68,4228,2372,0
7713,Mouse_Thymus4,13_69,4228,2372,0
7714,Mouse_Thymus4,14_29,4228,2372,0
7715,Mouse_Thymus4,14_30,4228,2372,0
7716,Mouse_Thymus4,14_32,4228,2372,0
7717,Mouse_Thymus4,14_33,4228,2372,0
7718,Mouse_Thymus4,14_34,4228,2372,0
7719,Mouse_Thymus4,14_36,4228,2372,0
7720,Mouse_Thymus4,14_37,4228,2372,0
7721,Mouse_Thymus4,14_40,4228,2372,0
7722,Mouse_Thymus4,14_44,4228,2372,0
7723,Mouse_Thymus4,14_45,4228,2372,0
7724,Mouse_Thymus4,14_48,4228,2372,0
7725,Mouse_Thymus4,14_50,4228,2372,0
7726,Mouse_Thymus4,14_53,4228,2372,0
7727,Mouse_Thymus4,14_54,4228,2372,0
7728,Mouse_Thymus4,14_55,4228,2372,0
7729,Mouse_Thymus4,14_56,4228,2372,0
7730,Mouse_Thymus4,14_59,4228,2372,0
7731,Mouse_Thymus4,14_60,4228,2372,0
7732,Mouse_Thymus4,14_61,4228,2372,0
7733,Mouse_Thymus4,14_63,4228,2372,0
7734,Mouse_Thymus4,14_64,4228,2372,0
7735,Mouse_Thymus4,14_65,4228,2372,0
7736,Mouse_Thymus4,14_66,4228,2372,0
7737,Mouse_Thymus4,14_67,4228,2372,0
7738,Mouse_Thymus4,14_70,4228,2372,0
7739,Mouse_Thymus4,14_71,4228,2372,0
7740,Mouse_Thymus4,15_33,4228,2372,0
7741,Mouse_Thymus4,15_34,4228,2372,0
7742,Mouse_Thymus4,15_36,4228,2372,0
7743,Mouse_Thymus4,15_37,4228,2372,0
7744,Mouse_Thymus4,15_38,4228,2372,0
7745,Mouse_Thymus4,15_39,4228,2372,0
7746,Mouse_Thymus4,15_40,4228,2372,0
7747,Mouse_Thymus4,15_42,4228,2372,0
7748,Mouse_Thymus4,15_43,4228,2372,0
7749,Mouse_Thymus4,15_44,4228,2372,0
7750,Mouse_Thymus4,15_46,4228,2372,0
7751,Mouse_Thymus4,15_48,4228,2372,0
7752,Mouse_Thymus4,15_50,4228,2372,0
7753,Mouse_Thymus4,15_52,4228,2372,0
7754,Mouse_Thymus4,15_57,4228,2372,0
7755,Mouse_Thymus4,15_58,4228,2372,0
7756,Mouse_Thymus4,15_59,4228,2372,0
7757,Mouse_Thymus4,15_60,4228,2372,0
7758,Mouse_Thymus4,15_62,4228,2372,0
7759,Mouse_Thymus4,15_64,4228,2372,0
7760,Mouse_Thymus4,15_67,4228,2372,0
7761,Mouse_Thymus4,15_68,4228,2372,0
7762,Mouse_Thymus4,15_69,4228,2372,0
7763,Mouse_Thymus4,16_29,4228,2372,0
7764,Mouse_Thymus4,16_30,4228,2372,0
7765,Mouse_Thymus4,16_31,4228,2372,0
7766,Mouse_Thymus4,16_32,4228,2372,0
7767,Mouse_Thymus4,16_33,4228,2372,0
7768,Mouse_Thymus4,16_37,4228,2372,0
7769,Mouse_Thymus4,16_38,4228,2372,0
7770,Mouse_Thymus4,16_39,4228,2372,0
7771,Mouse_Thymus4,16_43,4228,2372,0
7772,Mouse_Thymus4,16_44,4228,2372,0
7773,Mouse_Thymus4,16_45,4228,2372,0
7774,Mouse_Thymus4,16_47,4228,2372,0
7775,Mouse_Thymus4,16_50,4228,2372,0
7776,Mouse_Thymus4,16_51,4228,2372,0
7777,Mouse_Thymus4,16_52,4228,2372,0
7778,Mouse_Thymus4,16_53,4228,2372,0
7779,Mouse_Thymus4,16_54,4228,2372,0
7780,Mouse_Thymus4,16_55,4228,2372,0
7781,Mouse_Thymus4,16_56,4228,2372,0
7782,Mouse_Thymus4,16_57,4228,2372,0
7783,Mouse_Thymus4,16_58,4228,2372,0
7784,Mouse_Thymus4,16_62,4228,2372,0
7785,Mouse_Thymus4,16_63,4228,2372,0
7786,Mouse_Thymus4,16_64,4228,2372,0
7787,Mouse_Thymus4,16_65,4228,2372,0
7788,Mouse_Thymus4,16_66,4228,2372,0
7789,Mouse_Thymus4,16_67,4228,2372,0
7790,Mouse_Thymus4,16_68,4228,2372,0
7791,Mouse_Thymus4,16_73,4228,2372,0
7792,Mouse_Thymus4,16_74,4228,2372,0
7793,Mouse_Thymus4,17_29,4228,2372,0
7794,Mouse_Thymus4,17_30,4228,2372,0
7795,Mouse_Thymus4,17_31,4228,2372,0
7796,Mouse_Thymus4,17_35,4228,2372,0
7797,Mouse_Thymus4,17_36,4228,2372,0
7798,Mouse_Thymus4,17_37,4228,2372,0
7799,Mouse_Thymus4,17_39,4228,2372,0
7800,Mouse_Thymus4,17_44,4228,2372,0
7801,Mouse_Thymus4,17_46,4228,2372,0
7802,Mouse_Thymus4,17_47,4228,2372,0
7803,Mouse_Thymus4,17_48,4228,2372,0
7804,Mouse_Thymus4,17_49,4228,2372,0
7805,Mouse_Thymus4,17_50,4228,2372,0
7806,Mouse_Thymus4,17_52,4228,2372,0
7807,Mouse_Thymus4,17_53,4228,2372,0
7808,Mouse_Thymus4,17_54,4228,2372,0
7809,Mouse_Thymus4,17_55,4228,2372,0
7810,Mouse_Thymus4,17_56,4228,2372,0
7811,Mouse_Thymus4,17_60,4228,2372,0
7812,Mouse_Thymus4,17_61,4228,2372,0
7813,Mouse_Thymus4,17_62,4228,2372,0
7814,Mouse_Thymus4,17_65,4228,2372,0
7815,Mouse_Thymus4,17_66,4228,2372,0
7816,Mouse_Thymus4,17_67,4228,2372,0
7817,Mouse_Thymus4,17_68,4228,2372,0
7818,Mouse_Thymus4,17_69,4228,2372,0
7819,Mouse_Thymus4,17_71,4228,2372,0
7820,Mouse_Thymus4,17_73,4228,2372,0
7821,Mouse_Thymus4,17_74,4228,2372,0
7822,Mouse_Thymus4,17_77,4228,2372,0
7823,Mouse_Thymus4,18_28,4228,2372,0
7824,Mouse_Thymus4,18_30,4228,2372,0
7825,Mouse_Thymus4,18_32,4228,2372,0
7826,Mouse_Thymus4,18_35,4228,2372,0
7827,Mouse_Thymus4,18_36,4228,2372,0
7828,Mouse_Thymus4,18_37,4228,2372,0
7829,Mouse_Thymus4,18_38,4228,2372,0
7830,Mouse_Thymus4,18_40,4228,2372,0
7831,Mouse_Thymus4,18_42,4228,2372,0
7832,Mouse_Thymus4,18_44,4228,2372,0
7833,Mouse_Thymus4,18_45,4228,2372,0
7834,Mouse_Thymus4,18_46,4228,2372,0
7835,Mouse_Thymus4,18_50,4228,2372,0
7836,Mouse_Thymus4,18_52,4228,2372,0
7837,Mouse_Thymus4,18_53,4228,2372,0
7838,Mouse_Thymus4,18_54,4228,2372,0
7839,Mouse_Thymus4,18_56,4228,2372,0
7840,Mouse_Thymus4,18_57,4228,2372,0
7841,Mouse_Thymus4,18_58,4228,2372,0
7842,Mouse_Thymus4,18_60,4228,2372,0
7843,Mouse_Thymus4,18_61,4228,2372,0
7844,Mouse_Thymus4,18_63,4228,2372,0
7845,Mouse_Thymus4,18_66,4228,2372,0
7846,Mouse_Thymus4,18_67,4228,2372,0
7847,Mouse_Thymus4,18_68,4228,2372,0
7848,Mouse_Thymus4,18_69,4228,2372,0
7849,Mouse_Thymus4,18_71,4228,2372,0
7850,Mouse_Thymus4,18_72,4228,2372,0
7851,Mouse_Thymus4,18_73,4228,2372,0
7852,Mouse_Thymus4,18_74,4228,2372,0
7853,Mouse_Thymus4,18_75,4228,2372,0
7854,Mouse_Thymus4,18_77,4228,2372,0
7855,Mouse_Thymus4,19_27,4228,2372,0
7856,Mouse_Thymus4,19_28,4228,2372,0
7857,Mouse_Thymus4,19_29,4228,2372,0
7858,Mouse_Thymus4,19_32,4228,2372,0
7859,Mouse_Thymus4,19_34,4228,2372,0
7860,Mouse_Thymus4,19_38,4228,2372,0
7861,Mouse_Thymus4,19_39,4228,2372,0
7862,Mouse_Thymus4,19_41,4228,2372,0
7863,Mouse_Thymus4,19_43,4228,2372,0
7864,Mouse_Thymus4,19_45,4228,2372,0
7865,Mouse_Thymus4,19_46,4228,2372,0
7866,Mouse_Thymus4,19_48,4228,2372,0
7867,Mouse_Thymus4,19_52,4228,2372,0
7868,Mouse_Thymus4,19_53,4228,2372,0
7869,Mouse_Thymus4,19_54,4228,2372,0
7870,Mouse_Thymus4,19_57,4228,2372,0
7871,Mouse_Thymus4,19_58,4228,2372,0
7872,Mouse_Thymus4,19_59,4228,2372,0
7873,Mouse_Thymus4,19_60,4228,2372,0
7874,Mouse_Thymus4,19_65,4228,2372,0
7875,Mouse_Thymus4,19_72,4228,2372,0
7876,Mouse_Thymus4,19_73,4228,2372,0
7877,Mouse_Thymus4,19_74,4228,2372,0
7878,Mouse_Thymus4,19_77,4228,2372,0
7879,Mouse_Thymus4,19_78,4228,2372,0
7880,Mouse_Thymus4,19_79,4228,2372,0
7881,Mouse_Thymus4,19_80,4228,2372,0
7882,Mouse_Thymus4,19_82,4228,2372,0
7883,Mouse_Thymus4,1_53,4228,2372,0
7884,Mouse_Thymus4,1_54,4228,2372,0
7885,Mouse_Thymus4,1_55,4228,2372,0
7886,Mouse_Thymus4,1_56,4228,2372,0
7887,Mouse_Thymus4,1_58,4228,2372,0
7888,Mouse_Thymus4,20_27,4228,2372,0
7889,Mouse_Thymus4,20_29,4228,2372,0
7890,Mouse_Thymus4,20_31,4228,2372,0
7891,Mouse_Thymus4,20_32,4228,2372,0
7892,Mouse_Thymus4,20_33,4228,2372,0
7893,Mouse_Thymus4,20_35,4228,2372,0
7894,Mouse_Thymus4,20_36,4228,2372,0
7895,Mouse_Thymus4,20_38,4228,2372,0
7896,Mouse_Thymus4,20_39,4228,2372,0
7897,Mouse_Thymus4,20_42,4228,2372,0
7898,Mouse_Thymus4,20_44,4228,2372,0
7899,Mouse_Thymus4,20_45,4228,2372,0
7900,Mouse_Thymus4,20_46,4228,2372,0
7901,Mouse_Thymus4,20_48,4228,2372,0
7902,Mouse_Thymus4,20_49,4228,2372,0
7903,Mouse_Thymus4,20_50,4228,2372,0
7904,Mouse_Thymus4,20_51,4228,2372,0
7905,Mouse_Thymus4,20_53,4228,2372,0
7906,Mouse_Thymus4,20_55,4228,2372,0
7907,Mouse_Thymus4,20_60,4228,2372,0
7908,Mouse_Thymus4,20_61,4228,2372,0
7909,Mouse_Thymus4,20_63,4228,2372,0
7910,Mouse_Thymus4,20_65,4228,2372,0
7911,Mouse_Thymus4,20_67,4228,2372,0
7912,Mouse_Thymus4,20_68,4228,2372,0
7913,Mouse_Thymus4,20_69,4228,2372,0
7914,Mouse_Thymus4,20_72,4228,2372,0
7915,Mouse_Thymus4,20_73,4228,2372,0
7916,Mouse_Thymus4,20_74,4228,2372,0
7917,Mouse_Thymus4,20_75,4228,2372,0
7918,Mouse_Thymus4,20_76,4228,2372,0
7919,Mouse_Thymus4,20_77,4228,2372,0
7920,Mouse_Thymus4,20_79,4228,2372,0
7921,Mouse_Thymus4,20_80,4228,2372,0
7922,Mouse_Thymus4,20_81,4228,2372,0
7923,Mouse_Thymus4,20_83,4228,2372,0
7924,Mouse_Thymus4,20_84,4228,2372,0
7925,Mouse_Thymus4,21_24,4228,2372,0
7926,Mouse_Thymus4,21_27,4228,2372,0
7927,Mouse_Thymus4,21_28,4228,2372,0
7928,Mouse_Thymus4,21_30,4228,2372,0
7929,Mouse_Thymus4,21_31,4228,2372,0
7930,Mouse_Thymus4,21_32,4228,2372,0
7931,Mouse_Thymus4,21_33,4228,2372,0
7932,Mouse_Thymus4,21_34,4228,2372,0
7933,Mouse_Thymus4,21_35,4228,2372,0
7934,Mouse_Thymus4,21_36,4228,2372,0
7935,Mouse_Thymus4,21_40,4228,2372,0
7936,Mouse_Thymus4,21_42,4228,2372,0
7937,Mouse_Thymus4,21_43,4228,2372,0
7938,Mouse_Thymus4,21_44,4228,2372,0
7939,Mouse_Thymus4,21_45,4228,2372,0
7940,Mouse_Thymus4,21_46,4228,2372,0
7941,Mouse_Thymus4,21_53,4228,2372,0
7942,Mouse_Thymus4,21_55,4228,2372,0
7943,Mouse_Thymus4,21_57,4228,2372,0
7944,Mouse_Thymus4,21_58,4228,2372,0
7945,Mouse_Thymus4,21_60,4228,2372,0
7946,Mouse_Thymus4,21_63,4228,2372,0
7947,Mouse_Thymus4,21_64,4228,2372,0
7948,Mouse_Thymus4,21_65,4228,2372,0
7949,Mouse_Thymus4,21_66,4228,2372,0
7950,Mouse_Thymus4,21_68,4228,2372,0
7951,Mouse_Thymus4,21_69,4228,2372,0
7952,Mouse_Thymus4,21_71,4228,2372,0
7953,Mouse_Thymus4,21_72,4228,2372,0
7954,Mouse_Thymus4,21_74,4228,2372,0
7955,Mouse_Thymus4,21_75,4228,2372,0
7956,Mouse_Thymus4,21_76,4228,2372,0
7957,Mouse_Thymus4,21_78,4228,2372,0
7958,Mouse_Thymus4,21_79,4228,2372,0
7959,Mouse_Thymus4,21_80,4228,2372,0
7960,Mouse_Thymus4,21_82,4228,2372,0
7961,Mouse_Thymus4,21_84,4228,2372,0
7962,Mouse_Thymus4,22_25,4228,2372,0
7963,Mouse_Thymus4,22_26,4228,2372,0
7964,Mouse_Thymus4,22_28,4228,2372,0
7965,Mouse_Thymus4,22_29,4228,2372,0
7966,Mouse_Thymus4,22_30,4228,2372,0
7967,Mouse_Thymus4,22_32,4228,2372,0
7968,Mouse_Thymus4,22_33,4228,2372,0
7969,Mouse_Thymus4,22_34,4228,2372,0
7970,Mouse_Thymus4,22_35,4228,2372,0
7971,Mouse_Thymus4,22_37,4228,2372,0
7972,Mouse_Thymus4,22_38,4228,2372,0
7973,Mouse_Thymus4,22_39,4228,2372,0
7974,Mouse_Thymus4,22_40,4228,2372,0
7975,Mouse_Thymus4,22_45,4228,2372,0
7976,Mouse_Thymus4,22_47,4228,2372,0
7977,Mouse_Thymus4,22_49,4228,2372,0
7978,Mouse_Thymus4,22_50,4228,2372,0
7979,Mouse_Thymus4,22_51,4228,2372,0
7980,Mouse_Thymus4,22_53,4228,2372,0
7981,Mouse_Thymus4,22_54,4228,2372,0
7982,Mouse_Thymus4,22_55,4228,2372,0
7983,Mouse_Thymus4,22_56,4228,2372,0
7984,Mouse_Thymus4,22_57,4228,2372,0
7985,Mouse_Thymus4,22_64,4228,2372,0
7986,Mouse_Thymus4,22_67,4228,2372,0
7987,Mouse_Thymus4,22_68,4228,2372,0
7988,Mouse_Thymus4,22_70,4228,2372,0
7989,Mouse_Thymus4,22_72,4228,2372,0
7990,Mouse_Thymus4,22_73,4228,2372,0
7991,Mouse_Thymus4,22_74,4228,2372,0
7992,Mouse_Thymus4,22_80,4228,2372,0
7993,Mouse_Thymus4,22_84,4228,2372,0
7994,Mouse_Thymus4,22_85,4228,2372,0
7995,Mouse_Thymus4,23_24,4228,2372,0
7996,Mouse_Thymus4,23_25,4228,2372,0
7997,Mouse_Thymus4,23_28,4228,2372,0
7998,Mouse_Thymus4,23_29,4228,2372,0
7999,Mouse_Thymus4,23_30,4228,2372,0
8000,Mouse_Thymus4,23_34,4228,2372,0
8001,Mouse_Thymus4,23_35,4228,2372,0
8002,Mouse_Thymus4,23_37,4228,2372,0
8003,Mouse_Thymus4,23_43,4228,2372,0
8004,Mouse_Thymus4,23_44,4228,2372,0
8005,Mouse_Thymus4,23_46,4228,2372,0
8006,Mouse_Thymus4,23_48,4228,2372,0
8007,Mouse_Thymus4,23_49,4228,2372,0
8008,Mouse_Thymus4,23_52,4228,2372,0
8009,Mouse_Thymus4,23_53,4228,2372,0
8010,Mouse_Thymus4,23_54,4228,2372,0
8011,Mouse_Thymus4,23_55,4228,2372,0
8012,Mouse_Thymus4,23_56,4228,2372,0
8013,Mouse_Thymus4,23_57,4228,2372,0
8014,Mouse_Thymus4,23_58,4228,2372,0
8015,Mouse_Thymus4,23_59,4228,2372,0
8016,Mouse_Thymus4,23_60,4228,2372,0
8017,Mouse_Thymus4,23_61,4228,2372,0
8018,Mouse_Thymus4,23_65,4228,2372,0
8019,Mouse_Thymus4,23_67,4228,2372,0
8020,Mouse_Thymus4,23_68,4228,2372,0
8021,Mouse_Thymus4,23_71,4228,2372,0
8022,Mouse_Thymus4,23_72,4228,2372,0
8023,Mouse_Thymus4,23_73,4228,2372,0
8024,Mouse_Thymus4,23_75,4228,2372,0
8025,Mouse_Thymus4,23_76,4228,2372,0
8026,Mouse_Thymus4,23_77,4228,2372,0
8027,Mouse_Thymus4,23_80,4228,2372,0
8028,Mouse_Thymus4,23_82,4228,2372,0
8029,Mouse_Thymus4,23_83,4228,2372,0
8030,Mouse_Thymus4,24_21,4228,2372,0
8031,Mouse_Thymus4,24_22,4228,2372,0
8032,Mouse_Thymus4,24_24,4228,2372,0
8033,Mouse_Thymus4,24_25,4228,2372,0
8034,Mouse_Thymus4,24_27,4228,2372,0
8035,Mouse_Thymus4,24_28,4228,2372,0
8036,Mouse_Thymus4,24_29,4228,2372,0
8037,Mouse_Thymus4,24_30,4228,2372,0
8038,Mouse_Thymus4,24_31,4228,2372,0
8039,Mouse_Thymus4,24_34,4228,2372,0
8040,Mouse_Thymus4,24_35,4228,2372,0
8041,Mouse_Thymus4,24_36,4228,2372,0
8042,Mouse_Thymus4,24_37,4228,2372,0
8043,Mouse_Thymus4,24_38,4228,2372,0
8044,Mouse_Thymus4,24_39,4228,2372,0
8045,Mouse_Thymus4,24_40,4228,2372,0
8046,Mouse_Thymus4,24_42,4228,2372,0
8047,Mouse_Thymus4,24_43,4228,2372,0
8048,Mouse_Thymus4,24_46,4228,2372,0
8049,Mouse_Thymus4,24_47,4228,2372,0
8050,Mouse_Thymus4,24_48,4228,2372,0
8051,Mouse_Thymus4,24_49,4228,2372,0
8052,Mouse_Thymus4,24_50,4228,2372,0
8053,Mouse_Thymus4,24_51,4228,2372,0
8054,Mouse_Thymus4,24_55,4228,2372,0
8055,Mouse_Thymus4,24_56,4228,2372,0
8056,Mouse_Thymus4,24_59,4228,2372,0
8057,Mouse_Thymus4,24_62,4228,2372,0
8058,Mouse_Thymus4,24_63,4228,2372,0
8059,Mouse_Thymus4,24_65,4228,2372,0
8060,Mouse_Thymus4,24_67,4228,2372,0
8061,Mouse_Thymus4,24_68,4228,2372,0
8062,Mouse_Thymus4,24_71,4228,2372,0
8063,Mouse_Thymus4,24_72,4228,2372,0
8064,Mouse_Thymus4,24_73,4228,2372,0
8065,Mouse_Thymus4,24_75,4228,2372,0
8066,Mouse_Thymus4,24_77,4228,2372,0
8067,Mouse_Thymus4,24_78,4228,2372,0
8068,Mouse_Thymus4,24_79,4228,2372,0
8069,Mouse_Thymus4,24_83,4228,2372,0
8070,Mouse_Thymus4,24_84,4228,2372,0
8071,Mouse_Thymus4,25_22,4228,2372,0
8072,Mouse_Thymus4,25_26,4228,2372,0
8073,Mouse_Thymus4,25_27,4228,2372,0
8074,Mouse_Thymus4,25_28,4228,2372,0
8075,Mouse_Thymus4,25_31,4228,2372,0
8076,Mouse_Thymus4,25_33,4228,2372,0
8077,Mouse_Thymus4,25_34,4228,2372,0
8078,Mouse_Thymus4,25_37,4228,2372,0
8079,Mouse_Thymus4,25_38,4228,2372,0
8080,Mouse_Thymus4,25_39,4228,2372,0
8081,Mouse_Thymus4,25_40,4228,2372,0
8082,Mouse_Thymus4,25_45,4228,2372,0
8083,Mouse_Thymus4,25_46,4228,2372,0
8084,Mouse_Thymus4,25_49,4228,2372,0
8085,Mouse_Thymus4,25_50,4228,2372,0
8086,Mouse_Thymus4,25_53,4228,2372,0
8087,Mouse_Thymus4,25_54,4228,2372,0
8088,Mouse_Thymus4,25_55,4228,2372,0
8089,Mouse_Thymus4,25_57,4228,2372,0
8090,Mouse_Thymus4,25_59,4228,2372,0
8091,Mouse_Thymus4,25_62,4228,2372,0
8092,Mouse_Thymus4,25_63,4228,2372,0
8093,Mouse_Thymus4,25_65,4228,2372,0
8094,Mouse_Thymus4,25_66,4228,2372,0
8095,Mouse_Thymus4,25_67,4228,2372,0
8096,Mouse_Thymus4,25_68,4228,2372,0
8097,Mouse_Thymus4,25_70,4228,2372,0
8098,Mouse_Thymus4,25_73,4228,2372,0
8099,Mouse_Thymus4,25_74,4228,2372,0
8100,Mouse_Thymus4,25_75,4228,2372,0
8101,Mouse_Thymus4,25_76,4228,2372,0
8102,Mouse_Thymus4,25_77,4228,2372,0
8103,Mouse_Thymus4,25_79,4228,2372,0
8104,Mouse_Thymus4,25_81,4228,2372,0
8105,Mouse_Thymus4,25_82,4228,2372,0
8106,Mouse_Thymus4,25_83,4228,2372,0
8107,Mouse_Thymus4,25_85,4228,2372,0
8108,Mouse_Thymus4,25_89,4228,2372,0
8109,Mouse_Thymus4,25_90,4228,2372,0
8110,Mouse_Thymus4,26_20,4228,2372,0
8111,Mouse_Thymus4,26_21,4228,2372,0
8112,Mouse_Thymus4,26_22,4228,2372,0
8113,Mouse_Thymus4,26_23,4228,2372,0
8114,Mouse_Thymus4,26_25,4228,2372,0
8115,Mouse_Thymus4,26_27,4228,2372,0
8116,Mouse_Thymus4,26_29,4228,2372,0
8117,Mouse_Thymus4,26_31,4228,2372,0
8118,Mouse_Thymus4,26_34,4228,2372,0
8119,Mouse_Thymus4,26_35,4228,2372,0
8120,Mouse_Thymus4,26_36,4228,2372,0
8121,Mouse_Thymus4,26_37,4228,2372,0
8122,Mouse_Thymus4,26_38,4228,2372,0
8123,Mouse_Thymus4,26_40,4228,2372,0
8124,Mouse_Thymus4,26_43,4228,2372,0
8125,Mouse_Thymus4,26_45,4228,2372,0
8126,Mouse_Thymus4,26_47,4228,2372,0
8127,Mouse_Thymus4,26_49,4228,2372,0
8128,Mouse_Thymus4,26_51,4228,2372,0
8129,Mouse_Thymus4,26_52,4228,2372,0
8130,Mouse_Thymus4,26_56,4228,2372,0
8131,Mouse_Thymus4,26_57,4228,2372,0
8132,Mouse_Thymus4,26_58,4228,2372,0
8133,Mouse_Thymus4,26_63,4228,2372,0
8134,Mouse_Thymus4,26_64,4228,2372,0
8135,Mouse_Thymus4,26_66,4228,2372,0
8136,Mouse_Thymus4,26_67,4228,2372,0
8137,Mouse_Thymus4,26_68,4228,2372,0
8138,Mouse_Thymus4,26_69,4228,2372,0
8139,Mouse_Thymus4,26_70,4228,2372,0
8140,Mouse_Thymus4,26_71,4228,2372,0
8141,Mouse_Thymus4,26_76,4228,2372,0
8142,Mouse_Thymus4,26_79,4228,2372,0
8143,Mouse_Thymus4,26_80,4228,2372,0
8144,Mouse_Thymus4,26_81,4228,2372,0
8145,Mouse_Thymus4,26_86,4228,2372,0
8146,Mouse_Thymus4,26_87,4228,2372,0
8147,Mouse_Thymus4,26_89,4228,2372,0
8148,Mouse_Thymus4,26_91,4228,2372,0
8149,Mouse_Thymus4,26_92,4228,2372,0
8150,Mouse_Thymus4,27_21,4228,2372,0
8151,Mouse_Thymus4,27_23,4228,2372,0
8152,Mouse_Thymus4,27_25,4228,2372,0
8153,Mouse_Thymus4,27_26,4228,2372,0
8154,Mouse_Thymus4,27_28,4228,2372,0
8155,Mouse_Thymus4,27_29,4228,2372,0
8156,Mouse_Thymus4,27_31,4228,2372,0
8157,Mouse_Thymus4,27_32,4228,2372,0
