mode,scope,k,label,n_labeled,n_label_classes,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_asw_n_obs,metric_space
independent,section2,9,cell_type_common,344594,16,0.20449202562609536,0.36569017694545697,0.4879604881769884,0.2924178154180251,0.36569017694545697,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,9,spatial_cluster,344594,8,0.2868534530156606,0.46529899029384486,0.47740499596418995,0.45379176737935645,0.4652989902938449,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,10,cell_type_common,344594,16,0.18556102363501253,0.35173917563961954,0.48504326715680984,0.2759108073254194,0.3517391756396196,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,10,spatial_cluster,344594,8,0.3007599895849338,0.4590386121319719,0.4838978685342338,0.43660873744677403,0.45903861213197183,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,11,cell_type_common,344594,16,0.1435454388991034,0.33762571994429286,0.4785042233127195,0.2608328032620598,0.3376257199442928,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,11,spatial_cluster,344594,8,0.27671152497444496,0.4443617659933807,0.47914931393520543,0.41428364281390867,0.4443617659933807,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,12,cell_type_common,344594,16,0.17344223947733808,0.3456060993033536,0.48763755511506773,0.26764936875183054,0.3456060993033536,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,12,spatial_cluster,344594,8,0.2579741201191104,0.43886458945758805,0.4714789766219615,0.41047044531374555,0.438864589457588,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,13,cell_type_common,344594,16,0.13436492072797204,0.3371419332571594,0.49485749546652297,0.2556605896396701,0.3371419332571595,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,13,spatial_cluster,344594,8,0.2643652765689593,0.4350333182188377,0.48295179404266764,0.3957654693207024,0.4350333182188377,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,14,cell_type_common,344594,16,0.1329957272846317,0.3110952213219135,0.4680998562645875,0.23295885797292143,0.31109522132191353,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,14,spatial_cluster,344594,8,0.24057175619973295,0.42596243693645763,0.4827862872493655,0.38110630086617225,0.42596243693645763,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,15,cell_type_common,344594,16,0.11811717424213791,0.331294582307061,0.5066015479420237,0.2461244358736329,0.3312945823070611,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,15,spatial_cluster,344594,8,0.25884960039448357,0.4431630772976725,0.5091192889211141,0.39233608556830346,0.4431630772976725,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,16,cell_type_common,344594,16,0.11257387323274266,0.32128769110278993,0.496233531215847,0.23754264851205475,0.32128769110279,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,16,spatial_cluster,344594,8,0.23364896475204733,0.4313588259731316,0.49973459940217324,0.3794419894535508,0.4313588259731316,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,17,cell_type_common,344594,16,0.11845430718439785,0.3241219991278306,0.5105868470836322,0.23741772781394713,0.3241219991278306,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,17,spatial_cluster,344594,8,0.24555843778025607,0.44745347615782505,0.5270626904563227,0.3887373572921394,0.4474534761578251,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,18,cell_type_common,344594,16,0.1433307946372604,0.33125925905718856,0.5222860847640247,0.242547273314603,0.33125925905718856,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,18,spatial_cluster,344594,8,0.23900969514530257,0.4330046416783587,0.5104189326586654,0.37598039401980987,0.4330046416783588,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,19,cell_type_common,344594,16,0.12795229125915752,0.3235772982393772,0.517938076062739,0.23528467355147656,0.3235772982393772,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,19,spatial_cluster,344594,8,0.21448789605677482,0.425603544193198,0.5081327199388119,0.36613685105908955,0.42560354419319807,0.060927629470825195,0.5304638147354126,10000,raw_embedding
independent,section2,20,cell_type_common,344594,16,0.10267435386394101,0.3153393569805861,0.517710359104059,0.2267166747154243,0.3153393569805861,-0.005940752103924751,0.4970296239480376,10000,raw_embedding
independent,section2,20,spatial_cluster,344594,8,0.19906813662328182,0.40514966963787163,0.4942090018796883,0.34328730385337,0.40514966963787163,0.060927629470825195,0.5304638147354126,10000,raw_embedding
